"assignment.id","worker.id","trial.num","rule.id","rule.desc","example.num","polarity","string","time"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","44004","1480622572742"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"negative","4404","1480622587364"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",3,"consonants-only","The string contains only consonants",1,"positive","bcdfgh","1480622614604"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",3,"consonants-only","The string contains only consonants",2,"negative","aeiou","1480622645369"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[qwerty]","1480622665771"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","qwerty]","1480622678834"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","a123aa123415","1480616953613"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"positive","xczzadtaa","1480616971525"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","apple321","1480616985741"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",1,"3a","The string contains only <code>a</code>'s and has at least three of them",4,"negative","bbb5612a","1480616996117"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","79925","1480617014933"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","79915","1480617018973"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"negative","11111","1480617028613"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",4,"negative","22222","1480617042188"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",3,"consonants-only","The string contains only consonants",1,"positive","dddgggbbb","1480617053949"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",3,"consonants-only","The string contains only consonants",2,"positive","wwwwtttthhh","1480617065284"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",3,"consonants-only","The string contains only consonants",3,"negative","aaadeert","1480617071563"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",3,"consonants-only","The string contains only consonants",4,"negative","iart","1480617084138"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[12381]","1480617096569"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[arte189]","1480617107209"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","(125623)","1480617115826"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","(ttrya[","1480617123833"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480616944354"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"positive","aaaaaaaa","1480616949833"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","aaadaaaa","1480616953417"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them",4,"negative","aad","1480616960590"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them",5,"negative","adddda","1480616967224"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","08817","1480616990405"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","11101","1480616996280"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",3,"consonants-only","The string contains only consonants",1,"negative","ddfefwewe","1480617140629"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",3,"consonants-only","The string contains only consonants",2,"positive","zdqwth","1480617148362"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",3,"consonants-only","The string contains only consonants",3,"negative","abcdef","1480617158209"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",3,"consonants-only","The string contains only consonants",4,"positive","bcdfgh","1480617170749"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[48f3rfh3]","1480617188315"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","ddffdf33r3","1480617195772"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","[fr3rfdsf","1480617200449"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","dhfhg]","1480617208350"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","[dfy43rfyhfrf4]","1480617215375"
"3H7XDTSHKCR8C6R2IJDWKQHX0I9WG3","d55958e",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480617122045"
"3H7XDTSHKCR8C6R2IJDWKQHX0I9WG3","d55958e",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","90210","1480617155982"
"3H7XDTSHKCR8C6R2IJDWKQHX0I9WG3","d55958e",3,"consonants-only","The string contains only consonants",1,"positive","THGBVC","1480617171054"
"3H7XDTSHKCR8C6R2IJDWKQHX0I9WG3","d55958e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[gave]","1480617209086"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","AAA","1480617324138"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"positive","AaAaA","1480617343527"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","Aa","1480617364503"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","43201","1480617411771"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"negative","614","1480617420738"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",3,"consonants-only","The string contains only consonants",1,"positive","RtnmJ","1480617446665"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",3,"consonants-only","The string contains only consonants",2,"negative","RapiT","1480617456257"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","{Fsje2n}","1480617493945"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","Fsje2n","1480617530960"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaaiinasins","1480616824671"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"negative","aooninuibujn","1480616833898"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"negative","00000","1480616854583"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","75228","1480616860819"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"positive","75043","1480616866004"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",3,"consonants-only","The string contains only consonants",1,"positive","plmnhgbv","1480616879347"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",3,"consonants-only","The string contains only consonants",2,"negative","aeiou","1480616886328"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[kajsjs]","1480616900145"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","kasjasnj","1480616908455"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaaaaaaaa","1480616992767"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"negative","aabbbbbbb","1480617011297"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","aaaaaab","1480617022433"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","80033","1480617043611"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"negative","8003a","1480617053332"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"negative","111111","1480617066993"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",3,"consonants-only","The string contains only consonants",1,"positive","bbbbb","1480617085361"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",3,"consonants-only","The string contains only consonants",2,"positive","mnbtrh","1480617094110"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",3,"consonants-only","The string contains only consonants",3,"negative","rstmkp1","1480617105361"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[htrsprt]","1480617134755"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[hello]","1480617160779"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","ldkjfaks","1480617177781"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","hello]","1480617184753"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480617940420"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"positive","aaaaa","1480617942756"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"positive","aaaaaa","1480617944038"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",4,"positive","aaaaaaa","1480617945856"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",5,"negative","f4t4t345t","1480617947732"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",6,"negative","greg54g5gg","1480617949506"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",7,"negative","gregret34","1480617952200"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",8,"negative","g43g55","1480617954395"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them",9,"negative","aa","1480617961122"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","06320","1480617973988"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","28201","1480617977300"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"positive","28079","1480617981051"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",4,"positive","33901","1480617984457"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",5,"positive","06370","1480617987129"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",6,"negative","654654643657","1480618003764"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",7,"negative","7437347457","1480618006178"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",8,"negative","4573474373","1480618007696"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",9,"negative","345734gbvdf","1480618009725"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",10,"negative","dsdvdsvds","1480618012397"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants",1,"positive","vdfvdvdbfb","1480618027381"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants",2,"positive","dbdfbdfbdb","1480618029606"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants",3,"positive","dbdsbsbbf","1480618031085"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants",4,"negative","bbfdbdfe","1480618032741"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants",5,"negative","bdfbd45641d","1480618036561"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants",6,"negative","dfbdfbre416","1480618038934"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants",7,"negative","vvrevergreg","1480618042201"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants",8,"negative","liloilyrtre","1480618045138"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[few6ew9f6ew]","1480618069630"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[fewfewf8ew99]","1480618074121"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[wfewfew7f0]","1480618078941"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[fewfew78ew]","1480618084403"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","[fewfew9898]","1480618088634"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"negative","[fewfewewfewf","1480618094184"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",7,"negative","32423df23f]","1480618096519"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",8,"negative","fdsfdfd13515$","1480618099245"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",9,"negative","(*^*Y&FFD","1480618102035"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"negative","17Fd4","1480616898573"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"positive","aaa","1480616912558"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","bcb21","1480616924858"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",1,"3a","The string contains only <code>a</code>'s and has at least three of them",4,"negative","zbzbb1","1480616941568"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","33428","1480616965720"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","06614","1480616972467"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"positive","06484","1480616978369"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",4,"negative","0100010","1480616988582"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",5,"negative","21212112","1480616997972"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",3,"consonants-only","The string contains only consonants",1,"positive","sdrttdf","1480617015320"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",3,"consonants-only","The string contains only consonants",2,"negative","aeeuty","1480617029498"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",3,"consonants-only","The string contains only consonants",3,"positive","zxqwtr","1480617038098"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",3,"consonants-only","The string contains only consonants",4,"positive","mklpyht","1480617044334"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",3,"consonants-only","The string contains only consonants",5,"negative","iploea","1480617049945"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",3,"consonants-only","The string contains only consonants",6,"positive","qwtryh","1480617060168"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[283fg]","1480617080478"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[dryht]","1480617092401"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[qwbn4d]","1480617103996"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","fgh43g","1480617112721"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"negative","45t6gm","1480617118199"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"negative","54h6jf","1480617127197"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",7,"negative","ghrey4","1480617136188"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",8,"negative","56hedj","1480617142386"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",9,"positive","[egvsj]","1480617148636"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",10,"positive","[54thy6r]","1480617155547"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",11,"positive","[tuik5]","1480617163150"
"3TVSS0C0E10CHBD82JC3J9WMQCHTW9","827dce1",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480618413938"
"3TVSS0C0E10CHBD82JC3J9WMQCHTW9","827dce1",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"negative","banana","1480618451818"
"3TVSS0C0E10CHBD82JC3J9WMQCHTW9","827dce1",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","04073","1480618476704"
"3TVSS0C0E10CHBD82JC3J9WMQCHTW9","827dce1",3,"consonants-only","The string contains only consonants",1,"negative","alphabet","1480618496042"
"3TVSS0C0E10CHBD82JC3J9WMQCHTW9","827dce1",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[apple!4]","1480618508915"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480617256503"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"positive","aaaa","1480617265479"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"positive","aaaaa","1480617269735"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",1,"3a","The string contains only <code>a</code>'s and has at least three of them",4,"negative","bbb","1480617273863"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",1,"3a","The string contains only <code>a</code>'s and has at least three of them",5,"negative","bbc","1480617279455"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",1,"3a","The string contains only <code>a</code>'s and has at least three of them",6,"negative","bbbb","1480617285711"
